Genre,Poem
Environment,"Some springs, apples bloom too soon. The trees have grown here for a hundred years, and are still quick to trust that the frost has finished. Some springs, pink petals turn black. Those summers, the orchards are empty and quiet. No reason for the bees to come.Other summers, red apples beat hearty in the"
Environment,"Something in the field is working away. Root-noise. Twig-noise. Plant of weak chlorophyll, no name for it. Something in the field has mastered distance by living too close to fences. Yellow fruit, has it pit or seeds? Stalk of wither. Grass- noise fighting weed-noise. Dirt and chant. Something in the field. Coreopsis. I did not mean to say that. Yellow petal, has"
Environment,Stand on the highest pavement of the stair—
Environment,"STARS, SCATTERSTILL. Constellations of people and quiet. Those nights when nothing catches, nothing also is artless. I walked for hours in those forests, my legs a canvas of scratches,trading on the old hopes—we were meant to be lost. But being lostmeans not knowing what it means. Inside the meadow is the grass,rich"
Environment,"Surface the action of the day,a means of tracing the dynamic, so that a jitter of blue's sparked by little coals, sun a glimmerof the day's intent. He knows to trace an alphabet written on water is to surface the action of the day,a way of proceeding, entering into the never- to-be repeated, a"
Environment,"That pip in the pear is a blackbird. Tussle on the grass a grackle. It is officially spring. Watch:Some kids pulling up BURIED WATER PIPE flags. And next to them the little violets. Rain violets. The flags are blue.The sycamores are just greening. ""The world in fact is just,"" Chaos"
Environment,"The apple on its bough is her desire,—Shining suspension, mimic of the sun.The bough has caught her breath up, and her voice,Dumbly articulate in the slant and riseOf branch on branch above her, blurs her eyes.She is prisoner of the tree and its green fingers."
Environment,"The birches stand in their beggar's row: Each poor tree Has had its wrists nearly Torn from the clear sleeves of bone, These icy trees Are hanging by their thumbs Under a sun That will begin to heal them soon, Each will climb out Of its own blue, oval mouth; The river groans, Two birds call out from the woodsAnd a"
Environment,The book is made of glass and I lookthrough it and see more books. Many glass books.Is someone speaking?     A muffled voice is telling meto make soup which I thinkmeans I am loved. What other kind of cupfills itself? Can there be a cup of cup?A cup
Environment,"The botanical garden is just as I remember,although it is certain that everythinghas changed since my last visit.How many hilarious questions these fuzzyfiddleheads are inquiring of springwill be answered as green ferns unfurl?Walking the path, I stop to pick upbleached bark from a tree, curled intoa scroll of ancient wisdom"
Environment,"The children race now here by the ivied fence, gather squealing now there by the lily border. The evening calms the quickened air, immense and warm; its veil is pierced with fire. The order of space discloses as pair by pair porch lights carve shadows. Cool phosphors flare when dark permits yearning to signal where, with"
Environment,"The dark wood after the dark wood: the coldafter cold in April's false November. In that second worser place: more gone, less there, but in that lurid present present, cast and held, rooted, kept, like some old false-berried yew.Just against; the door leading to prefermentshut; no longer believing in"
Environment,"The deer is still alive in the roadside grass. In an hour, we'll cut her open,her left hip broken, the bonein her dark body; now the white Camaroshocked in the night and the boywet-faced in the back seat,his parents at a lossby the hood, too youngto"
Environment,"The faceless couple in Van Gogh's blue wood, is walking where there is no path, amid tall, seemingly branchless blue and pink trees. The tree crowns are beyond the frame, reaching up into our mind's eye— because we know where trees go and that they are full of wind and a thousand softly stirring machines that"
Environment,"The fern gathers where the water seldom goes unless the storms swell this world of wise choices, the loud trickle of clear tongues of the stream licking the edges of rock, while up ahead a curve hides tomorrow from our crystal ball, the thing we are afraid to admit we have, the guarantee we hide from"
Environment,"The flags of war like storm-birds fly, The charging trumpets blow;Yet rolls no thunder in the sky,     No earthquake strives below.And, calm and patient, Nature keeps     Her ancient promise well,Though o’er her bloom and greenness sweeps     The battle’s breath of hell.And still she walks in golden hours     Through harvest-happy farms,And"
Environment,"The ground cracked like the rough pit of a peach and snapped in two. The sun behind the mountains turned into an olive-green glow.To niña Gloria this was home. She continued to sell her bowl of lemons, rubbing a cold, thin silver Christ pocketed in her apron. Otherslike Lito and Marvin playedsoldiers in the ruins"
Environment,"The harpooned great white shark heaves onto sand, Nudged by waves, red cavern of dripping teeth. A crowd comes. Loud gulls wreathe the booming mist. Blue flies cloud the fishy sunset, and land. One, sated, is slapped to a smear beneath A child’s quick hand and then flicked from his wrist. Compass and munitions are sunk"
Environment,"The heart on the breast of my mother Saint, sleeping on the wing of any number of blackbirds their feet sticking out the end of red pies.Danger is my jester, is the only thing keeping me here.He holds nothing to himself. In public he goes public.There is a man who takes blue silt to his brow and kisses"
Environment,"The holly! the holly! oh, twine it with bay—Come give the holly a song; For it helps to drive stern winter away,With his garment so sombre and long. It peeps through the trees with its berries of red,And its leaves of burnish’d green, When"
Environment,"The house had gone to bring again To the midnight sky a sunset glow. Now the chimney was all of the house that stood, Like a pistil after the petals go. The barn opposed across the way, That would have joined the house in flame Had it been the will of the wind, was left To bear"
